,Step,HORSE penalty,CONOP penalty,Spearmans rho of horizon,Spearmans rho p-value of horizon,Kendalls tau of horizon,Kendalls tau p-value of horizon,Kruskal s^2 of horizon,Spearmans rho of event,Spearmans rho p-value of event,Kendalls tau of event,Kendalls tau p-value of event,Kruskal s^2 of event
320,321,807.0,1795.0,0.9976999396614804,0.0,0.9684667842755207,0.0,0.004295986738356833,0.9991461333341602,0.0,0.9776982844623182,0.0,0.0016637727937355963
321,322,806.0,1796.0,0.9975960371510041,0.0,0.9685660872737942,0.0,0.004412912636264244,0.9990081883130164,0.0,0.9773508060128402,0.0,0.0019194327638843633
322,323,806.0,1782.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989258055913804,0.0,0.9765205154019823,0.0,0.0020764005293429123
323,324,806.0,1782.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989258055913804,0.0,0.9765205154019823,0.0,0.0020764005293429123
324,325,806.0,1782.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989258055913804,0.0,0.9765205154019823,0.0,0.0020764005293429123
325,326,806.0,1782.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989258055913804,0.0,0.9765205154019823,0.0,0.0020764005293429123
326,327,806.0,1782.0,0.9973492953093717,0.0,0.9676332409263765,0.0,0.00489254344495263,0.9989258055913804,0.0,0.9765205154019823,0.0,0.0020764005293429123
327,328,806.0,1783.0,0.9977336214772384,0.0,0.9679747830568021,0.0,0.004274933729768883,0.9990145437949542,0.0,0.977214557883966,0.0,0.0019110571905521666
328,329,802.0,1788.0,0.9970142306639606,0.0,0.9666627798068856,0.0,0.0053486034553239,0.9988413585504929,0.0,0.9764318169556683,0.0,0.002209596232832986
329,330,802.0,1780.0,0.9969681553339629,0.0,0.9664491279015094,0.0,0.00542717973730508,0.9987313034654507,0.0,0.9757844097392723,0.0,0.002411131927713002
330,331,802.0,1780.0,0.9969681553339629,0.0,0.9664491279015094,0.0,0.00542717973730508,0.9987313034654507,0.0,0.9757844097392723,0.0,0.002411131927713002
331,332,801.0,1777.0,0.9977865946926442,0.0,0.9680635539188951,0.0,0.004161667043236971,0.999091765063121,0.0,0.9776809105398444,0.0,0.0017672484691650552
332,333,801.0,1777.0,0.9977865946926442,0.0,0.9680635539188951,0.0,0.004161667043236971,0.999091765063121,0.0,0.9776809105398444,0.0,0.0017672484691650552
333,334,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.9989522249457679,0.0,0.9761209151850827,0.0,0.0020312312924927263
334,335,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.9989522249457679,0.0,0.9761209151850827,0.0,0.0020312312924927263
335,336,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.9989522249457679,0.0,0.9761209151850827,0.0,0.0020312312924927263
336,337,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.9989522249457679,0.0,0.9761209151850827,0.0,0.0020312312924927263
337,338,801.0,1781.0,0.9977949086635893,0.0,0.9682802150060371,0.0,0.004158544420438943,0.9989522249457679,0.0,0.9761209151850827,0.0,0.0020312312924927263
338,339,799.0,1775.0,0.9977826755652892,0.0,0.9679597371479728,0.0,0.004186677995674109,0.9989793913871224,0.0,0.9768012414124817,0.0,0.0019781827376877943
339,340,800.0,1774.0,0.997571568188612,0.0,0.9671788544797313,0.0,0.0045566527934091244,0.9990113116608116,0.0,0.9771423189431534,0.0,0.001920772852278541
340,341,799.0,1774.0,0.9972562485327474,0.0,0.9666718073521834,0.0,0.0050460832314072855,0.9989367785950483,0.0,0.9757130852154321,0.0,0.0020651876817055666
341,342,799.0,1774.0,0.9972562485327474,0.0,0.9666718073521834,0.0,0.0050460832314072855,0.9989367785950483,0.0,0.9757130852154321,0.0,0.0020651876817055666
342,343,799.0,1776.0,0.9977931579172128,0.0,0.9678814984220603,0.0,0.004181634872228041,0.9988969876946244,0.0,0.9760578204139932,0.0,0.0021395561561438647
343,344,799.0,1772.0,0.9975642360738498,0.0,0.968060544737129,0.0,0.004489328326647107,0.9989456728619964,0.0,0.9763202580850463,0.0,0.0020451485335296186
344,345,799.0,1772.0,0.9975642360738498,0.0,0.968060544737129,0.0,0.004489328326647107,0.9989456728619964,0.0,0.9763202580850463,0.0,0.0020451485335296186
345,346,799.0,1772.0,0.9975642360738498,0.0,0.968060544737129,0.0,0.004489328326647107,0.9989456728619964,0.0,0.9763202580850463,0.0,0.0020451485335296186
346,347,799.0,1772.0,0.9972475916035864,0.0,0.9678258285593917,0.0,0.004948429961353983,0.9988934056092178,0.0,0.9758548198461403,0.0,0.0021480480864799786
347,348,799.0,1772.0,0.9972475916035864,0.0,0.9678258285593917,0.0,0.004948429961353983,0.9988934056092178,0.0,0.9758548198461403,0.0,0.0021480480864799786
348,349,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987648778158992,0.0,0.9756051840126995,0.0,0.0023770486282125086
349,350,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987648778158992,0.0,0.9756051840126995,0.0,0.0023770486282125086
350,351,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987648778158992,0.0,0.9756051840126995,0.0,0.0023770486282125086
351,352,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987648778158992,0.0,0.9756051840126995,0.0,0.0023770486282125086
352,353,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987648778158992,0.0,0.9756051840126995,0.0,0.0023770486282125086
353,354,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987648778158992,0.0,0.9756051840126995,0.0,0.0023770486282125086
354,355,798.0,1769.0,0.9976311461154673,0.0,0.9683599583228326,0.0,0.004410089207079121,0.9987648778158992,0.0,0.9756051840126995,0.0,0.0023770486282125086
355,356,799.0,1773.0,0.9977719442920802,0.0,0.9679115902397188,0.0,0.004196563200748988,0.9990431742646292,0.0,0.9775830679238071,0.0,0.0018590331836287886
356,357,799.0,1773.0,0.9977719442920802,0.0,0.9679115902397188,0.0,0.004196563200748988,0.9990431742646292,0.0,0.9775830679238071,0.0,0.0018590331836287886
357,358,799.0,1771.0,0.9979295640160276,0.0,0.9679206177850166,0.0,0.003942663133854317,0.998943803833899,0.0,0.9765095423983146,0.0,0.002048785916712486
358,359,799.0,1769.0,0.9979682104285408,0.0,0.9683554445501837,0.0,0.003863296304418305,0.9989239431166779,0.0,0.9761876676240613,0.0,0.0020852364148912393
359,360,799.0,1769.0,0.9979682104285408,0.0,0.9683554445501837,0.0,0.003863296304418305,0.9989239431166779,0.0,0.9761876676240613,0.0,0.0020852364148912393
360,361,799.0,1769.0,0.9979682104285408,0.0,0.9683554445501837,0.0,0.003863296304418305,0.9989239431166779,0.0,0.9761876676240613,0.0,0.0020852364148912393
361,362,799.0,1768.0,0.9982979675189807,0.0,0.9697095763448221,0.0,0.0032739351565986637,0.9989570692149454,0.0,0.9763504338451325,0.0,0.00202057590741879
362,363,799.0,1768.0,0.9982979675189807,0.0,0.9697095763448221,0.0,0.0032739351565986637,0.9989570692149454,0.0,0.9763504338451325,0.0,0.00202057590741879
363,364,799.0,1781.0,0.9979061654151642,0.0,0.9680876273730219,0.0,0.003969033722923213,0.9988468620911524,0.0,0.9758557342631126,0.0,0.002222830674488404
364,365,799.0,1781.0,0.9979061654151642,0.0,0.9680876273730219,0.0,0.003969033722923213,0.9988468620911524,0.0,0.9758557342631126,0.0,0.002222830674488404
365,366,799.0,1779.0,0.9977741182046426,0.0,0.9680951503274366,0.0,0.004196325995227476,0.9989042514770332,0.0,0.9760788520043564,0.0,0.002119622258421051
366,367,799.0,1779.0,0.9977741182046426,0.0,0.9680951503274366,0.0,0.004196325995227476,0.9989042514770332,0.0,0.9760788520043564,0.0,0.002119622258421051
367,368,799.0,1771.0,0.9977510736251637,0.0,0.967624213381079,0.0,0.00425063044121122,0.9988161804090143,0.0,0.975515571149413,0.0,0.002282672774667129
368,369,799.0,1771.0,0.9977510736251637,0.0,0.967624213381079,0.0,0.00425063044121122,0.9988161804090143,0.0,0.975515571149413,0.0,0.002282672774667129
369,370,799.0,1771.0,0.9977510736251637,0.0,0.967624213381079,0.0,0.00425063044121122,0.9988161804090143,0.0,0.975515571149413,0.0,0.002282672774667129
370,371,799.0,1772.0,0.9978104496491981,0.0,0.9681869303712953,0.0,0.00414349089980803,0.9988105969169427,0.0,0.9756262156030626,0.0,0.0022962610701943715
371,372,799.0,1772.0,0.9978104496491981,0.0,0.9681869303712953,0.0,0.00414349089980803,0.9988105969169427,0.0,0.9756262156030626,0.0,0.0022962610701943715
372,373,799.0,1772.0,0.9978104496491981,0.0,0.9681869303712953,0.0,0.00414349089980803,0.9988105969169427,0.0,0.9756262156030626,0.0,0.0022962610701943715
373,374,799.0,1780.0,0.997842834308478,0.0,0.9683148205963445,0.0,0.00408023143115916,0.9988759984828787,0.0,0.9758721937686141,0.0,0.0021719057240411834
374,375,799.0,1780.0,0.997842834308478,0.0,0.9683148205963445,0.0,0.00408023143115916,0.9988759984828787,0.0,0.9758721937686141,0.0,0.0021719057240411834
375,376,799.0,1780.0,0.997842834308478,0.0,0.9683148205963445,0.0,0.00408023143115916,0.9988759984828787,0.0,0.9758721937686141,0.0,0.0021719057240411834
376,377,799.0,1771.0,0.9978622308082243,0.0,0.9679913335565143,0.0,0.004052598635923458,0.9988556829600826,0.0,0.9756893103741521,0.0,0.0022128816338536626
377,378,799.0,1759.0,0.9979112019225133,0.0,0.9675715527001765,0.0,0.003981907889495993,0.9988282792858488,0.0,0.9752769083196399,0.0,0.0022657915779857873
378,379,799.0,1761.0,0.9978590197236378,0.0,0.9676317363354937,0.0,0.004070125780826256,0.9989248422423964,0.0,0.9763796951882465,0.0,0.0020811361048968754
379,380,799.0,1761.0,0.9978590197236378,0.0,0.9676317363354937,0.0,0.004070125780826256,0.9989248422423964,0.0,0.9763796951882465,0.0,0.0020811361048968754
380,381,799.0,1751.0,0.9976475804519128,0.0,0.966965202574355,0.0,0.0044393218068074745,0.9988914526976718,0.0,0.9761154286832486,0.0,0.002147455175152262
381,382,799.0,1751.0,0.9976475804519128,0.0,0.966965202574355,0.0,0.0044393218068074745,0.9988914526976718,0.0,0.9761154286832486,0.0,0.002147455175152262
382,383,799.0,1751.0,0.9976475804519128,0.0,0.966965202574355,0.0,0.0044393218068074745,0.9988914526976718,0.0,0.9761154286832486,0.0,0.002147455175152262
383,384,799.0,1760.0,0.9975373857644905,0.0,0.9669531658472915,0.0,0.004609128258928853,0.998818761135749,0.0,0.9751424890247102,0.0,0.002284648987080835
384,385,799.0,1760.0,0.9975373857644905,0.0,0.9669531658472915,0.0,0.004609128258928853,0.998818761135749,0.0,0.9751424890247102,0.0,0.002284648987080835
385,386,799.0,1760.0,0.9975373857644905,0.0,0.9669531658472915,0.0,0.004609128258928853,0.998818761135749,0.0,0.9751424890247102,0.0,0.002284648987080835
386,387,799.0,1758.0,0.9975569454459686,0.0,0.9666266696256954,0.0,0.004592215252626584,0.9987824356703107,0.0,0.974820614250457,0.0,0.002353529044471076
387,388,799.0,1757.0,0.9978433874668908,0.0,0.9680123978288753,0.0,0.004066973421829852,0.9988174727384,0.0,0.9752046693788274,0.0,0.002287749965775665
388,389,799.0,1757.0,0.9978433874668908,0.0,0.9680123978288753,0.0,0.004066973421829852,0.9988174727384,0.0,0.9752046693788274,0.0,0.002287749965775665
389,390,799.0,1757.0,0.9978433874668908,0.0,0.9680123978288753,0.0,0.004066973421829852,0.9988174727384,0.0,0.9752046693788274,0.0,0.002287749965775665
390,391,799.0,1760.0,0.9976297410930987,0.0,0.9669095327116864,0.0,0.004456233650403657,0.9989109333180148,0.0,0.9759087704475066,0.0,0.002112446393200964
391,392,799.0,1770.0,0.9977866942611586,0.0,0.9676482868352059,0.0,0.004174520584141437,0.998877749549876,0.0,0.975978266137402,0.0,0.0021705604295699753
392,393,799.0,1754.0,0.9976712252082698,0.0,0.9671292029805946,0.0,0.004377344071147991,0.9987949067799496,0.0,0.9751562052792949,0.0,0.0023252783644743262
393,394,799.0,1761.0,0.9973746769831449,0.0,0.966039879181352,0.0,0.004907815840672848,0.9988309058863445,0.0,0.9754981972269391,0.0,0.0022613743770672724
394,395,799.0,1761.0,0.9973746769831449,0.0,0.966039879181352,0.0,0.004907815840672848,0.9988309058863445,0.0,0.9754981972269391,0.0,0.0022613743770672724
395,396,799.0,1761.0,0.9973746769831449,0.0,0.966039879181352,0.0,0.004907815840672848,0.9988309058863445,0.0,0.9754981972269391,0.0,0.0022613743770672724
396,397,799.0,1761.0,0.9973746769831449,0.0,0.966039879181352,0.0,0.004907815840672848,0.9988309058863445,0.0,0.9754981972269391,0.0,0.0022613743770672724
397,398,799.0,1762.0,0.9975857843598221,0.0,0.9670584872090966,0.0,0.004531520835405629,0.9988201963291338,0.0,0.9753107417476155,0.0,0.0022799609238646616
398,399,799.0,1762.0,0.9975857843598221,0.0,0.9670584872090966,0.0,0.004531520835405629,0.9988201963291338,0.0,0.9753107417476155,0.0,0.0022799609238646616
399,400,799.0,1762.0,0.997665372792262,0.0,0.9665770181265585,0.0,0.004422969238848992,0.998849942186544,0.0,0.975491796308133,0.0,0.002225242327840914
